degree_prefix,new_course_id,old_course_id,weight,source_level,source_key,predecessor_pass_rate,predecessor_avg_mark,predecessor_support
36.111,1379.111,7.111,1.0,2,7.111,0.8745975347971466,73.76563538154741,101
36.111,1382.111,17.111,1.0,2,17.111,0.8767504496561283,71.97949461884555,95
36.111,1383.111,6.111,1.0,2,6.111,0.9528725321408759,78.96673191730716,111
36.111,1385.111,3.111,1.0,2,3.111,0.917683130795173,73.51027762076238,383
36.111,1386.111,12.111,1.0,2,12.111,0.9335471683776808,73.6231047249369,103
36.111,1398.111,25.111,1.0,2,25.111,0.9536255745606083,84.2849097907471,70
36.111,1402.111,18.111,1.0,2,18.111,0.9502121105681834,78.03743452554224,104
36.111,1403.111,20.111,1.0,2,20.111,0.9221552543852832,72.3108750587356,85
36.111,1409.111,24.111,1.0,2,24.111,0.9598682856774494,74.59271039583884,84
36.111,1412.111,121.111,0.715633423180593,2,121.111,0.8181965548284115,61.2969907099224,531
36.111,1412.111,545.111,0.1819407008086253,2,545.111,0.9472664626480951,71.89446374946604,135
36.111,1412.111,195.111,0.1024258760107816,2,195.111,0.8106906428172369,61.7671029288254,76
37.111,1282.111,45.111,1.0,2,45.111,0.8361824560823942,64.56549060840005,738
37.111,1283.111,48.111,1.0,2,48.111,0.8646075468604469,66.66779277397761,550
37.111,1288.111,47.111,1.0,2,47.111,0.8421644722033035,66.93672328161936,602
37.111,1303.111,182.111,0.6384615384615384,2,182.111,0.8332650651500461,63.7926396229829,83
37.111,1303.111,59.111,0.3615384615384615,2,59.111,0.9377059956784292,75.75584897264535,47
37.111,1306.111,53.111,1.0,2,53.111,0.8643506894727299,68.31522508222984,55
37.111,1332.111,73.111,0.8978444236176195,2,73.111,0.8658755641211194,67.85648454107078,958
37.111,1332.111,191.111,0.1021555763823805,2,191.111,0.6885759822515871,58.76466574548247,109
37.111,1336.111,54.111,1.0,2,54.111,0.7417841672006676,62.99563269716144,62
37.111,1346.111,518.111,0.6166832174776564,2,518.111,0.864003590811942,70.02596237311582,621
37.111,1346.111,122.111,0.2552135054617676,2,122.111,0.8657989231424359,68.81098152045934,257
37.111,1346.111,205.111,0.0794438927507447,2,205.111,0.7782630171045475,65.70641881167238,80
37.111,1346.111,406.111,0.0486593843098311,2,406.111,0.6931348073978949,54.15423016184403,49
37.111,1365.111,118.111,1.0,2,118.111,0.7015590348112428,57.79946910445885,1408
37.111,1366.111,51.111,1.0,2,51.111,0.8838772368411992,69.00812507806631,59
37.111,1372.111,70.111,0.864,2,70.111,0.7625184703022857,58.42741705138148,1404
37.111,1372.111,155.111,0.136,2,155.111,0.692225318300642,58.09809909198024,221
37.111,1373.111,44.111,1.0,2,44.111,0.7184940686224448,59.973819981978224,1025
37.111,1375.111,1.111,0.8691037735849056,2,1.111,0.7609279127914691,63.956252932508185,1474
37.111,1375.111,154.111,0.1308962264150943,2,154.111,0.6728359574812179,57.44066893044313,222
37.111,1376.111,2.111,0.8275862068965517,2,2.111,0.8105839658470665,68.32832856689963,984
37.111,1376.111,161.111,0.1724137931034483,2,161.111,0.6036724520464656,52.242852805187724,205
37.111,1378.111,8.111,1.0,2,8.111,0.8536412890142717,68.40489465794906,152
37.111,1385.111,3.111,1.0,2,3.111,0.917683130795173,73.51027762076238,383
37.111,1389.111,60.111,1.0,2,60.111,0.8780045031411157,72.9946549427946,47
37.111,1409.111,24.111,1.0,2,24.111,0.9598682856774494,74.59271039583884,84
37.111,1412.111,121.111,0.715633423180593,2,121.111,0.8181965548284115,61.2969907099224,531
37.111,1412.111,545.111,0.1819407008086253,2,545.111,0.9472664626480951,71.89446374946604,135
37.111,1412.111,195.111,0.1024258760107816,2,195.111,0.8106906428172369,61.7671029288254,76
39.111,1282.111,45.111,1.0,2,45.111,0.8361824560823942,64.56549060840005,738
39.111,1283.111,48.111,1.0,2,48.111,0.8646075468604469,66.66779277397761,550
39.111,1303.111,182.111,0.6384615384615384,2,182.111,0.8332650651500461,63.7926396229829,83
39.111,1303.111,59.111,0.3615384615384615,2,59.111,0.9377059956784292,75.75584897264535,47
39.111,1332.111,73.111,0.8978444236176195,2,73.111,0.8658755641211194,67.85648454107078,958
39.111,1332.111,191.111,0.1021555763823805,2,191.111,0.6885759822515871,58.76466574548247,109
39.111,1346.111,518.111,0.6166832174776564,2,518.111,0.864003590811942,70.02596237311582,621
39.111,1346.111,122.111,0.2552135054617676,2,122.111,0.8657989231424359,68.81098152045934,257
39.111,1346.111,205.111,0.0794438927507447,2,205.111,0.7782630171045475,65.70641881167238,80
39.111,1346.111,406.111,0.0486593843098311,2,406.111,0.6931348073978949,54.15423016184403,49
39.111,1365.111,118.111,1.0,2,118.111,0.7015590348112428,57.79946910445885,1408
39.111,1372.111,70.111,0.864,2,70.111,0.7625184703022857,58.42741705138148,1404
39.111,1372.111,155.111,0.136,2,155.111,0.692225318300642,58.09809909198024,221
39.111,1373.111,44.111,1.0,2,44.111,0.7184940686224448,59.973819981978224,1025
39.111,1375.111,1.111,0.8691037735849056,2,1.111,0.7609279127914691,63.956252932508185,1474
39.111,1375.111,154.111,0.1308962264150943,2,154.111,0.6728359574812179,57.44066893044313,222
39.111,1376.111,2.111,0.8275862068965517,2,2.111,0.8105839658470665,68.32832856689963,984
39.111,1376.111,161.111,0.1724137931034483,2,161.111,0.6036724520464656,52.242852805187724,205
39.111,1385.111,3.111,1.0,2,3.111,0.917683130795173,73.51027762076238,383
39.111,1409.111,24.111,1.0,2,24.111,0.9598682856774494,74.59271039583884,84
39.111,1412.111,121.111,0.715633423180593,2,121.111,0.8181965548284115,61.2969907099224,531
39.111,1412.111,545.111,0.1819407008086253,2,545.111,0.9472664626480951,71.89446374946604,135
